-4.687643	-4.633015	-4.685202	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.685202	-4.633015	-4.692679	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.687033	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.690237	-4.633015	-4.685049	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.689627	-4.633015	-4.691916	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687033	-4.633015	-4.691000	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.683828	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.689779	-4.633015	-4.690237	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.690695	-4.633015	-4.691916	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687338	-4.633015	-4.684439	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.685354	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.693442	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688253	-4.633015	-4.684744	-4.632862	-4.633015	-4.632862	-4.632710	-4.632862	
-4.688101	-4.633015	-4.682913	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.688864	-4.633015	-4.689474	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688253	-4.633015	-4.688559	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687796	-4.633015	-4.682913	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.689932	-4.633015	-4.687338	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.687796	-4.633015	-4.688864	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.683828	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.689169	-4.633015	-4.686422	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.689322	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.685965	-4.633015	-4.684744	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687948	-4.633015	-4.682913	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.689779	-4.633015	-4.685202	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.690847	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.686728	-4.633015	-4.680929	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688101	-4.633015	-4.682607	-4.632710	-4.632862	-4.632862	-4.632710	-4.633015	
-4.687796	-4.633015	-4.691916	-4.632710	-4.632862	-4.632862	-4.632710	-4.633015	
-4.687796	-4.633015	-4.684591	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687948	-4.633015	-4.682760	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.694205	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.686575	-4.633015	-4.695883	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.685965	-4.633015	-4.689322	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686728	-4.633015	-4.691305	-4.632710	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687643	-4.633015	-4.695578	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.694052	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.684591	-4.633015	-4.686422	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688864	-4.633015	-4.691916	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.689016	-4.633015	-4.700156	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687185	-4.633015	-4.690847	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687796	-4.633015	-4.688559	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.694663	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686575	-4.633015	-4.687490	-4.632710	-4.632862	-4.632862	-4.632710	-4.632862	
-4.688406	-4.633015	-4.686422	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687338	-4.633015	-4.684591	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.686422	-4.633015	-4.683218	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686270	-4.633015	-4.686880	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.689169	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687185	-4.633015	-4.692984	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687338	-4.633015	-4.685049	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687338	-4.633015	-4.685202	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687796	-4.633015	-4.686117	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686575	-4.633015	-4.686728	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686575	-4.633015	-4.682607	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687185	-4.633015	-4.678030	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688101	-4.633015	-4.678640	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687185	-4.633015	-4.682913	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687796	-4.633015	-4.685812	-4.632862	-4.632862	-4.632862	-4.632710	-4.633015	
-4.686880	-4.633015	-4.682149	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.673299	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687948	-4.633015	-4.674673	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687643	-4.633015	-4.674520	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.677572	-4.632862	-4.632862	-4.632862	-4.632710	-4.633015	
-4.687033	-4.633015	-4.681081	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687338	-4.633015	-4.685049	-4.632710	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687490	-4.633015	-4.682760	-4.632862	-4.632862	-4.632862	-4.632710	-4.633015	
-4.687338	-4.633015	-4.687185	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.685965	-4.633015	-4.687948	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.685812	-4.633015	-4.690542	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687185	-4.633015	-4.687338	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.688253	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688253	-4.633015	-4.691305	-4.632710	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687033	-4.633015	-4.693900	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688406	-4.633015	-4.690542	-4.632862	-4.633015	-4.632862	-4.632710	-4.632862	
-4.688559	-4.633015	-4.687338	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687948	-4.633015	-4.683523	-4.632862	-4.633015	-4.632862	-4.632710	-4.632862	
-4.688253	-4.633015	-4.682302	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687948	-4.633015	-4.685354	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687643	-4.633015	-4.695120	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.688559	-4.633015	-4.695120	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688406	-4.633015	-4.690237	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687796	-4.633015	-4.688101	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.688101	-4.633015	-4.687490	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688559	-4.633015	-4.690084	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686117	-4.633015	-4.689474	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687338	-4.633015	-4.694510	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.691763	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.685202	-4.633015	-4.689627	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687033	-4.633015	-4.692526	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.688101	-4.633015	-4.689779	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.686270	-4.633015	-4.691610	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687185	-4.633015	-4.689474	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688101	-4.633015	-4.689322	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687948	-4.633015	-4.692679	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687643	-4.633015	-4.688101	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687643	-4.633015	-4.687796	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687338	-4.633015	-4.691305	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687338	-4.633015	-4.685812	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687185	-4.633015	-4.687338	-4.632710	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.686422	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686575	-4.633015	-4.688406	-4.632862	-4.633015	-4.632862	-4.632710	-4.632862	
-4.687033	-4.633015	-4.685812	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.686880	-4.632862	-4.633015	-4.632862	-4.632710	-4.632862	
-4.687490	-4.633015	-4.690542	-4.632710	-4.633015	-4.632862	-4.632862	-4.632862	
-4.686117	-4.633015	-4.693289	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.686728	-4.633015	-4.689322	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686575	-4.633015	-4.683828	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.685965	-4.633015	-4.684591	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687338	-4.633015	-4.680471	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687185	-4.633015	-4.678335	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686117	-4.633015	-4.686270	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687338	-4.633015	-4.691763	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.686270	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.687796	-4.633015	-4.689627	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687033	-4.633015	-4.697257	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.686575	-4.633015	-4.686117	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.688864	-4.633015	-4.679098	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686728	-4.633015	-4.679708	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.686422	-4.633015	-4.681539	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687490	-4.633015	-4.678487	-4.632862	-4.633015	-4.632862	-4.632710	-4.632862	
-4.686575	-4.633015	-4.676046	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.686270	-4.633015	-4.674062	-4.632862	-4.633015	-4.632862	-4.632862	-4.633015	
-4.688406	-4.633015	-4.681539	-4.632710	-4.632862	-4.632862	-4.632710	-4.633015	
-4.687948	-4.633015	-4.678182	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.685507	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687643	-4.633015	-4.687338	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.689474	-4.633015	-4.688406	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.689322	-4.633015	-4.689322	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687338	-4.633015	-4.700003	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.690542	-4.633015	-4.699393	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.689627	-4.633015	-4.697257	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686422	-4.633015	-4.703207	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688101	-4.633015	-4.697409	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687643	-4.633015	-4.692679	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.686880	-4.633015	-4.695883	-4.632862	-4.632862	-4.632862	-4.632862	-4.633015	
-4.687948	-4.633015	-4.690542	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.688253	-4.633015	-4.687185	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.687338	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.689322	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.688406	-4.633015	-4.686728	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687643	-4.633015	-4.686117	-4.632862	-4.632862	-4.632862	-4.632862	-4.632862	
-4.687490	-4.633015	-4.687338	-4.632862	-4.633015	-4.632862	-4.632862	-4.632862	
-4.687796	-4.633015	-4.683828	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.687796	-4.633015	-4.680471	-4.632862	-4.632862	-4.632862	-4.632710	-4.632862	
-4.689322	-4.633015	-4.679098	-4.632710	-4.632862	-4.632862	-4.632710	-4.632862	
